1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_049.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_508.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_082.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_388.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_574.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_027.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_411.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_401.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_595.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_011.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_697.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_176.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_458.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_130.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_140.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_561.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_342.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_070.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_092.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_225.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_488.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_108.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_265.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_423.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_184.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_058.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_553.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_377.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_358.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_110.png
1,/home/jet34540/learning_pic/aligned_pic/hegeo/pic_171.png
